0.GlossaryDownloaded,0.MissionsCompleted,0.MissionsPlayed,0.SessionTimeSpent,0.StorySkiped,0.helpScreenviewed,0.highScore,0.starTotal,1.Mission1Stage,1.Mission2Stage,1.Mission3Stage,1.Mission4Stage,appData.CaseDetails,appData.CorrectRelease,appData.CurrentLevel,appData.CurrentMission,appData.GlossaryDownloaded,appData.HyperlinksClicked,appData.IncorrectRelease,appData.MissionsCompleted,appData.MissionsPlayed,appData.NumberOfClues,appData.NumberOfErrors,appData.ReplayUsedNumber,appData.SessionTimeSpent,appData.StagePlayed,appData.StorySkiped,appData.TimeSpentStage,appData.ToolsClicked,appData.event_type,appData.helpScreenviewed,appData.highScore,appData.scoreAchieved,appData.starEarned,appData.starTotal,appData.statusCompleted,appData.statusConpleted,appName,buddyIds,createdAt,event_type,language,sessionId,userId
,,,,,,,,,,,,"[u'exactly4equalpairsofsides', [u'fig011', u'fig056', u'fig051', u'fig044', None, None, None, None], [u'The culprit has more than 6 straight sides', u'The culprit has more than 1 equal pairs of sides ', u'The culprit has atleast 6 straight sides'], [u'Incorrect', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig011""]},{""clue"":2,""fig"":[""fig051""]}]",,Mission 1,False,[],"[{""clue"":3,""fig"":[""fig056""]}]","[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,1.0,True,0:3:18,"[""Equal Sides tool""]",,,30.0,30.0,0.0,0.0,,failed,policesquad,,2018-5-11 12:31:15,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly3equalpairsofsides', [u'fig049', u'fig013', u'fig057', u'fig035', None, None, None, None], [u'The culprit has less than 4 equal pairs of sides ', u'The culprit has more than 1 equal pairs of sides '], [u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig013"",""fig035""]},{""clue"":2,""fig"":[""fig057""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,1.0,True,0:2:33,"[""Equal Sides tool"",""Equal Sides tool""]",,,80.0,80.0,1.0,1.0,,passed,policesquad,,2018-5-11 12:33:48,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'no1rightangles', [u'fig032', u'fig049', u'fig054', u'fig047', None, None, None, None], [u'The culprit has exactly 6 straight sides', u'The culprit has less than 3 right angles', u'The culprit has atleast 6 straight sides'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig032""]},{""clue"":2,""fig"":[""fig047""]},{""clue"":3,""fig"":[""fig054""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,2.0,True,0:4:13,[],,,80.0,80.0,1.0,2.0,,passed,policesquad,,2018-5-11 12:38:2,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly4rightangles', [u'fig038', u'fig049', u'fig026', u'fig070', None, None, None, None], [u'The culprit has less than 5 straight sides', u'The culprit has atleast 1 right angle', u'The culprit has more than 2 straight sides'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig070""]},{""clue"":2,""fig"":[""fig049""]},{""clue"":3,""fig"":[""fig038""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,3.0,True,0:1:41,[],,,80.0,80.0,1.0,3.0,,passed,policesquad,,2018-5-11 12:39:44,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly2obtuseangles', [u'fig004', u'fig026', u'fig068', u'fig024', u'fig045', u'fig033', None, None], [u'The culprit has no right angle', u'The culprit has atleast 4 straight sides', u'The culprit has less than 6 straight sides', u'The culprit has atleast 1 obtuse angle', u'The culprit has less than 4 right angles'], [u'Correct', u'Correct', u'Correct', u'Incorrect', u'Correct']]","[{""clue"":1,""fig"":[""fig026""]},{""clue"":3,""fig"":[""fig045""]},{""clue"":4,""fig"":[""fig004""]},{""clue"":5,""fig"":[""fig033""]}]",,Mission 1,False,[],"[{""clue"":2,""fig"":[""fig068""]}]","[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,4.0,True,0:4:55,[],,,100.0,100.0,0.0,3.0,,passed,policesquad,,2018-5-11 12:44:48,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly5acuteangles', [u'fig058', u'fig019', u'fig035', u'fig024', u'fig036', u'fig015', None, None], [u'The culprit has all equal straight sides', u'The culprit has less than 2 obtuse angles', u'The culprit has less than 2 right angles', u'The culprit has less than 5 obtuse angles'], [u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig036""]},{""clue"":2,""fig"":[""fig035""]},{""clue"":3,""fig"":[""fig019"",""fig024""]},{""clue"":4,""fig"":[""fig015""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,5.0,True,0:1:44,[],,,200.0,200.0,1.0,4.0,,passed,policesquad,,2018-5-11 12:46:34,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'no1reflexangles', [u'fig065', u'fig011', u'fig015', u'fig031', u'fig007', u'fig044', None, None], [u'The culprit has no obtuse angles', u'The culprit has less than 5 straight sides', u'The culprit has no reflex angle', u'The culprit has less than 3 acute angles'], [u'Correct', u'Correct', u'Incorrect', u'Correct']]","[{""clue"":1,""fig"":[""fig044""]},{""clue"":3,""fig"":[""fig031""]},{""clue"":4,""fig"":[""fig007""]}]",,Mission 1,False,[],"[{""clue"":2,""fig"":[""fig011"",""fig015""]}]","[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,6.0,True,0:8:38,[],,,200.0,100.0,0.0,4.0,,passed,policesquad,,2018-5-11 12:55:12,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly1parallelpairsofsides', [u'fig029', u'fig047', u'fig020', u'fig013', u'fig055', u'fig032', None, None], [u'The culprit has less than 2 acute angles', u'The culprit has less than 2 equal pairs of sides ', u'The culprit has less than 6 obtuse angles', u'The culprit has less than 3 right angles'], [u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig047""]},{""clue"":2,""fig"":[""fig055""]},{""clue"":3,""fig"":[""fig029"",""fig032""]},{""clue"":4,""fig"":[""fig013""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,7.0,True,0:1:35,[],,,300.0,300.0,1.0,5.0,,passed,policesquad,,2018-5-11 12:56:56,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly4parallelpairsofsides', [u'fig002', u'fig056', u'fig023', u'fig055', u'fig043', u'fig016', None, None], [u'The culprit has atleast 5 straight sides', u'The culprit has no reflex angle', u'The culprit has less than 2 right angles', u'The culprit has more than 1 parallel pairs of sides', u'The culprit has atleast 4 straight sides'], [u'Correct', u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig002""]},{""clue"":2,""fig"":[""fig016""]},{""clue"":3,""fig"":[""fig056""]},{""clue"":4,""fig"":[""fig043""]},{""clue"":5,""fig"":[""fig023""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,8.0,True,0:1:36,[],,,300.0,300.0,1.0,6.0,,passed,policesquad,,2018-5-11 12:58:33,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly1parallelpairsofsides', [u'fig055', u'fig049', u'fig065', u'fig061', u'fig037', u'fig047', None, None], [u'The culprit has exactly 3 equal pairs of sides ', u'The culprit has more than 4 straight sides', u'The culprit has less than 2 right angles', u'The culprit has atleast 4 straight sides', u'The culprit has less than 6 obtuse angles'], [u'Correct', u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig055""]},{""clue"":2,""fig"":[""fig065""]},{""clue"":3,""fig"":[""fig047""]},{""clue"":4,""fig"":[""fig061""]},{""clue"":5,""fig"":[""fig037""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,9.0,True,0:3:53,[],,,300.0,300.0,1.0,7.0,,passed,policesquad,,2018-5-11 13:2:27,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'fig024', [u'fig024', u'fig015', u'fig052', u'fig048', u'fig020', u'fig030', None, None], [u'Does the culprit have at least 1 reflex angle(s)?', u'Does the culprit have exactly 1 equal pairs of sides ?', u'Does the culprit have more than 4  straight sides?'], [u'No', u'No', u'No']]","[{""clue"":1,""fig"":[""fig052"",""fig048"",""fig030""]},{""clue"":3,""fig"":[""fig015""]}]",,Mission 2,False,[],"[{""clue"":2,""fig"":[""fig020""]}]","[1, 0, 0, 0]","[1, 1, 0, 0]",,,0.0,,1.0,True,2:44:5,"[""Equal Sides marker tool"",""acute angle tool"",""right angle tool"",""right angle tool"",""Protractor tool"",""Equal Sides marker tool""]",,,300.0,200.0,0.0,7.0,,passed,policesquad,,2018-5-11 15:42:39,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'fig028', [u'fig027', u'fig029', u'fig021', u'fig022', u'fig028', u'fig026', None, None], [u'Does the culprit have exactly 3 obtuse angle(s)?', u'Does the culprit have at least 1 right angle(s)?', u'Does the culprit have at least 1 equal pairs of sides ?'], [u'No', u'No', u'Yes']]","[{""clue"":1,""fig"":[""fig021"",""fig022""]},{""clue"":2,""fig"":[""fig029"",""fig026""]},{""clue"":3,""fig"":[""fig027""]}]",,Mission 2,False,[],[],"[1, 0, 0, 0]","[1, 1, 0, 0]",,,0.0,,2.0,True,0:2:25,"[""Equal Sides marker tool"",""right angle tool"",""right angle tool"",""obtuse angle tool"",""obtuse angle tool""]",,,450.0,450.0,1.0,9.0,,passed,policesquad,,2018-5-11 15:45:11,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'fig022', [u'fig024', u'fig028', u'fig016', u'fig026', u'fig022', u'fig008', u'fig010', u'fig011'], [u'Does the culprit have all  equal side(s)?', u'Does the culprit have exactly 2 acute angle(s)?', u'Does the culprit have at least 1 right angle(s)?', u'Does the culprit have at least 1 reflex angle(s)?'], [u'No', u'Yes', u'No', u'No']]","[{""clue"":1,""fig"":[""fig008"",""fig010"",""fig011""]},{""clue"":2,""fig"":[""fig016"",""fig026""]},{""clue"":3,""fig"":[""fig028""]},{""clue"":4,""fig"":[""fig024""]}]",,Mission 2,False,[],[],"[1, 0, 0, 0]","[1, 1, 0, 0]",,,0.0,,3.0,True,0:10:38,"[""right angle tool"",""right angle tool"",""right angle tool"",""right angle tool"",""acute angle tool"",""right angle tool"",""Equal Sides marker tool"",""acute angle tool"",""right angle tool"",""obtuse angle tool"",""reflex angle tool"",""Equal Sides marker tool"",""Equal Sides marker tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""Equal Sides marker tool""]",,,560.0,560.0,1.0,11.0,,passed,policesquad,,2018-5-11 15:56:7,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'fig024', [u'fig011', u'fig016', u'fig024', u'fig022', u'fig026', u'fig028', u'fig008', u'fig010'], [u'Does the culprit have all  equal side(s)?', u'Does the culprit have exactly 2 acute angle(s)?', u'Does the culprit have at least 1 right angle(s)?', u'Does the culprit have at least 1 reflex angle(s)?'], [u'Yes', u'Yes', u'No', u'No']]","[{""clue"":2,""fig"":[""fig011"",""fig016"",""fig026""]},{""clue"":3,""fig"":[""fig028"",""fig010""]}]",,Mission 2,False,[],"[{""clue"":1,""fig"":[""fig008""]},{""clue"":4,""fig"":[""fig024""]}]","[1, 1, 0, 0]","[1, 1, 0, 0]",,,0.0,,3.0,True,0:3:51,"[""right angle tool"",""Equal Sides marker tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""acute angle tool"",""Equal Sides marker tool""]",,,560.0,300.0,0.0,11.0,,failed,policesquad,,2018-5-11 16:7:27,stage_end,en,nut6chjzu4mpw2g913fiqmg8oprws0ta,0
,,,,,,,,,,,,"[u'exactly2equalpairsofsides', [u'fig019', u'fig013', u'fig046', u'fig008', None, None, None, None], [u'The culprit has exactly 2 equal pairs of sides ', u'The culprit has less than 5 straight sides'], [u'Correct', u'Correct']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,2.0,1.0,True,2,,stage_end,"[0, 0, 0, 0]",80.0,80.0,1.0,1.0,passed,,policesquad,,2018-6-12 12:15:2,,en,lwkamjgex8gq6j158blpmjd8l9bbev13,0
False,"[0, 0, 0, 0]","[0, 0, 0, 0]",8368.0,True,"[0, 0, 0, 0]",0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,policesquad,,2018-6-18 10:38:43,,en,,0
False,"[0, 0, 0, 0]","[0, 0, 0, 0]",25443778.0,False,"[0, 0, 0, 0]",0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,policesquad,,2018-5-18 12:27:5,,en,1rskh077s9ewwmasw372rn2vgjfb0g1f,1260010
,,,,,,,,,,,,"[u'exactly5emptysides', [u'fig030', u'fig011', u'fig015', u'fig020', None, None, None, None], [u'The culprit has exactly 5 straight sides', u'The culprit has more than 1 equal pairs of sides ', u'The culprit has exactly 2 equal pairs of sides '], [u'Correct', u'Correct', u'Incorrect']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,1.0,1.0,True,1,,stage_end,"[0, 0, 0, 0]",30.0,30.0,0.0,0.0,passed,,policesquad,1260100,2018-5-10 9:1:5,,en,lepxxofe3jjbxt693w5adpyn4qtc8a37,1260028
False,"[0, 0, 0, 0]","[1, 0, 0, 0]",2.0,True,"[0, 0, 0, 0]",30.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,policesquad,1260100,2018-5-10 9:2:10,,en,lepxxofe3jjbxt693w5adpyn4qtc8a37,1260028
,,,,,,,,,,,,"[u'fig030', [u'fig015', u'fig048', u'fig030', u'fig019', u'fig031', u'fig001', None, None], [u'Does the culprit have more than 1 parallel pairs of sides?', u'Does the culprit have at least 1 parallel pairs of sides?', u'Does the culprit have exactly 1 equal pairs of sides ?'], [u'No', u'Yes', u'No']]",[],,Mission 2,,[],"[{""clue"":1,""fig"":[""fig015"",""fig019""]},{""clue"":2,""fig"":[""fig031"",""fig001""]},{""clue"":3,""fig"":[""fig048""]}]",,,,,0.0,,1.0,,423799:27:3,"[""Equal Sides marker tool"",""Parallel Lines tool""]",,,,400.0,1.0,,,passed,policesquad,,2018-5-7 12:57:3,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'fig048', [u'fig031', u'fig030', u'fig001', u'fig019', u'fig015', u'fig048', None, None], [u'Does the culprit have exactly 5  straight sides?', u'Does the culprit have at least 1 parallel pairs of sides?', u'Does the culprit have at least 2 equal pairs of sides ?'], [u'No', u'Yes', u'Yes']]","[{""clue"":1,""fig"":[""fig001"",""fig019"",""fig015""]}]",,Mission 2,,[],"[{""clue"":2,""fig"":[""fig031""]},{""clue"":3,""fig"":[""fig030""]}]",,,,,0.0,,1.0,,423799:36:11,"[""Equal Sides marker tool"",""Parallel Lines tool""]",,,,200.0,0.0,,,passed,policesquad,,2018-5-7 13:6:11,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'fig002', [u'fig007', u'fig005', u'fig004', u'fig002', u'fig003', u'fig006', None, None], [u'Does the culprit have at least 1 obtuse angle(s)?', u'Does the culprit have exactly 1 right angle(s)?', u'Does the culprit have at least 1 equal pairs of sides ?'], [u'No', u'No', u'Yes']]",[],,Mission 2,,[],"[{""clue"":1,""fig"":[""fig007"",""fig005"",""fig006""]},{""clue"":2,""fig"":[""fig003""]},{""clue"":3,""fig"":[""fig004""]}]",,,,,0.0,,2.0,,1:21:9,"[""Equal Sides marker tool"",""right angle tool"",""Equal Sides marker tool""]",,,,450.0,1.0,,,passed,policesquad,,2018-5-7 14:32:8,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'fig016', [u'fig028', u'fig024', u'fig008', u'fig016', u'fig022', u'fig011', u'fig026', u'fig010'], [u'Does the culprit have at least 1 equal pairs of sides ?', u'Does the culprit have at least 1 reflex angle(s)?', u'Does the culprit have more than 1 equal pairs of sides ?'], [u'Yes', u'No', u'No']]",[],,Mission 2,,[],"[{""clue"":1,""fig"":[""fig028"",""fig024"",""fig008"",""fig011"",""fig026""]},{""clue"":2,""fig"":[""fig010""]},{""clue"":3,""fig"":[""fig022""]}]",,,,,0.0,,3.0,,0:2:27,"[""Equal Sides marker tool""]",,,,560.0,1.0,,,passed,policesquad,,2018-5-7 14:34:43,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'fig048', [u'fig001', u'fig015', u'fig048', u'fig030', u'fig031', u'fig019', None, None], [u'Does the culprit have at least 1 reflex angle(s)?', u'Does the culprit have at least 1 parallel pairs of sides?', u'Does the culprit have at least 2 equal pairs of sides ?', u'Does the culprit have at least 4  straight sides?'], [u'No', u'Yes', u'Yes', u'Yes']]","[{""clue"":1,""fig"":[""fig001"",""fig048""]},{""clue"":2,""fig"":[""fig015"",""fig031""]}]",,Mission 2,,"[""straight sides""]","[{""clue"":4,""fig"":[""fig030""]}]",,,,,0.0,,1.0,,423801:37:21,"[""Equal Sides marker tool""]",,,,120.0,0.0,,,failed,policesquad,,2018-5-7 15:7:21,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'fig015', [u'fig001', u'fig030', u'fig031', u'fig015', u'fig048', u'fig019', None, None], [u'Does the culprit have at least 1 reflex angle(s)?', u'Does the culprit have at least 4  straight sides?', u'Does the culprit have at least 4  straight sides?'], [u'Yes', u'Yes', u'Yes']]","[{""clue"":1,""fig"":[""fig030"",""fig031"",""fig048""]}]",,Mission 2,,[],"[{""clue"":2,""fig"":[""fig001""]},{""clue"":3,""fig"":[""fig019""]}]",,,,,0.0,,1.0,,423801:42:57,[],,,,200.0,0.0,,,passed,policesquad,,2018-5-7 15:12:57,stage_end,en,6a0glboj82vsco8n6chy1ujlx6nfp2t4,1260037
,,,,,,,,,,,,"[u'exactly2equalpairsofsides', [u'fig031', u'fig012', u'fig033', u'fig017', None, None, None, None], [u'The culprit has atleast 5 straight sides', u'The culprit has exactly 2 equal pairs of sides '], [u'Incorrect', u'Incorrect']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,1.0,4.0,1.0,True,2,,stage_end,"[0, 0, 0, 0]",10.0,10.0,0.0,0.0,failed,,policesquad,,2018-6-14 14:2:46,,en,de7nqsuzrtf3dl75y70g80dt94sp6w4z,1260076
,,,,,,,,,,,,"[u'exactly5emptysides', [u'fig030', u'fig011', u'fig015', u'fig020', None, None, None, None], [u'The culprit has exactly 5 straight sides', u'The culprit has more than 1 equal pairs of sides ', u'The culprit has exactly 2 equal pairs of sides '], [u'Correct', u'Correct', u'Incorrect']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,1.0,1.0,True,1,,stage_end,"[0, 0, 0, 0]",30.0,30.0,0.0,0.0,passed,,policesquad,1260100,2018-5-10 9:1:5,,en,lepxxofe3jjbxt693w5adpyn4qtc8a37,1260028
False,"[0, 0, 0, 0]","[1, 0, 0, 0]",2.0,True,"[0, 0, 0, 0]",30.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,policesquad,1260100,2018-5-10 9:2:10,,en,lepxxofe3jjbxt693w5adpyn4qtc8a37,1260028
,,,,,,,,,,,,"[u'fig001', [u'fig019', u'fig031', u'fig030', u'fig048', u'fig001', u'fig015', None, None], [u'Does the culprit have more than 2 equal pairs of sides ?', u'Does the culprit have less than 2 parallel pairs of sides?', u'Does the culprit have at least 1 equal pairs of sides ?', u'Does the culprit have at least 1 equal angle(s)?', u'Does the culprit have at least 1 equal side?'], [u'Yes', u'Yes', u'Yes', u""I don't understand"", u""I don't understand""]]","[{""clue"":4,""fig"":[""fig031""]},{""clue"":5,""fig"":[""fig030""]}]",,Mission 2,,[],[],,,,,0.0,,1.0,,423785:48:39,[],,,,40.0,0.0,,,failed,policesquad,1260873,2018-5-6 23:18:39,stage_end,en,i3smdy20pjkj54bwpobk9cokmctvso3s,1260001
